Tipo de residuo;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
11 Lodos comunes (secos);Total Nacional;07 Castilla y León;2014;0
11 Lodos comunes (secos);Total Nacional;07 Castilla y León;2013;0
11 Lodos comunes (secos);Total Nacional;07 Castilla y León;2012;5.314
11 Lodos comunes (secos);Total Nacional;07 Castilla y León;2011;4.757
11 Lodos comunes (secos);Total Nacional;07 Castilla y León;2010;6.098
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2021;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2020;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2019;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2018;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2017;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2016;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2015;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2014;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2013;0
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2012;7
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2011;145
11 Lodos comunes (secos);Total Nacional;08 Castilla - La Mancha;2010;83
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2021;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2020;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2019;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2018;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2017;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2016;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2015;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2014;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2013;0
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2012;726
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2011;6.012
11 Lodos comunes (secos);Total Nacional;09 Cataluña;2010;5.807
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2021;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2020;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2019;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2018;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2017;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2016;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2015;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2014;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2013;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2012;0
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2011;1.852
11 Lodos comunes (secos);Total Nacional;10 Comunitat Valenciana;2010;949
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2021;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2020;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2019;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2018;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2017;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2016;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2015;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2014;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2013;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2012;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2011;0
11 Lodos comunes (secos);Total Nacional;11 Extremadura;2010;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2021;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2020;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2019;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2018;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2017;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2016;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2015;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2014;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2013;0
11 Lodos comunes (secos);Total Nacional;12 Galicia;2012;28
11 Lodos comunes (secos);Total Nacional;12 Galicia;2011;41
11 Lodos comunes (secos);Total Nacional;12 Galicia;2010;21
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2021;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2020;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2019;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2018;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2017;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2016;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2015;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2014;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2013;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2012;0
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2011;509
11 Lodos comunes (secos);Total Nacional;13 Comunidad de Madrid;2010;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2021;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2020;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2019;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2018;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2017;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2016;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2015;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2014;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2013;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2012;4
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2011;0
11 Lodos comunes (secos);Total Nacional;14 Región de Murcia;2010;1
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2021;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2020;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2019;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2018;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2017;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2016;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2015;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2014;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2013;0
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2012;508
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2011;698
11 Lodos comunes (secos);Total Nacional;15 Comunidad Foral Navarra;2010;2.245
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2021;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2020;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2019;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2018;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2017;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2016;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2015;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2014;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2013;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2012;80
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2011;0
11 Lodos comunes (secos);Total Nacional;16 País Vasco;2010;668
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2021;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2020;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2019;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2018;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2017;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2016;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2015;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2014;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2013;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2012;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2011;0
11 Lodos comunes (secos);Total Nacional;17 La Rioja;2010;0
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2021;537.330
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2020;451.652
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2019;519.868
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2018;461.507
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2017;495.597
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2016;295.142
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2015;430.561
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2014;433.444
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2013;465.104
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2012;442.031
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2011;564.613
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;;2010;437.595
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2021;107.269
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2020;109.947
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2019;91.308
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2018;81.204
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2017;110.367
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2016;61.285
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2015;104.780
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2014;104.686
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2013;121.090
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2012;102.004
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2011;141.142
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;01 Andalucía;2010;56.816
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2021;44.373
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2020;39.413
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2019;76.159
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2018;69.649
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2017;36.838
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2016;1.852
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2015;32.571
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2014;32.734
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2013;29.556
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2012;30.534
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2011;29.211
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;02 Aragón;2010;1.547
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2021;8.669
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2020;12.816
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2019;13.171
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2018;12.409
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2017;16.007
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2016;9.315
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2015;22.320
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2014;22.534
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2013;16.924
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2012;20.357
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2011;10.217
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;03 Principado de Asturias;2010;19.839
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2021;14.577
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2020;19.180
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2019;21.952
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2018;19.402
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2017;14.417
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2016;4.901
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2015;11.049
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2014;11.155
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2013;80.620
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2012;1.968
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2011;2.432
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;04 Illes Baleares;2010;511
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2021;65.473
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2020;34.939
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2019;46.339
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2018;34.114
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2017;28.244
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2016;24.239
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2015;9.477
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2014;9.568
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2013;8.872
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2012;20.521
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2011;24.592
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;05 Canarias;2010;25.407
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2021;25.561
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2020;22.548
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2019;27.882
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2018;21.622
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2017;20.774
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2016;20.053
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2015;18.562
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2014;18.740
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2013;17.138
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2012;21.657
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2011;21.573
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;06 Cantabria;2010;33.946
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2021;25.266
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2020;16.845
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2019;15.471
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2018;14.229
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2017;17.755
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2016;18.309
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2015;10.996
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2014;11.102
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2013;7.912
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2012;64.644
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2011;113.127
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;07 Castilla y León;2010;108.792
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2021;17.996
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2020;9.598
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2019;13.717
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2018;8.013
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2017;4.874
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2016;3.439
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2015;4.709
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2014;4.754
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2013;4.121
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2012;4.835
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2011;7.298
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;08 Castilla - La Mancha;2010;31.723
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2021;104.022
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2020;84.198
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2019;97.781
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2018;68.847
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2017;102.248
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2016;42.330
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2015;87.722
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2014;88.563
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2013;45.725
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2012;76.102
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2011;56.681
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;09 Cataluña;2010;43.799
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2021;55.402
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2020;48.638
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2019;53.274
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2018;78.893
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2017;72.359
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2016;36.085
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2015;38.457
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2014;38.826
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2013;65.539
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2012;21.457
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2011;44.919
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;10 Comunitat Valenciana;2010;47.837
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2021;343
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2020;69
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2019;1.056
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2018;633
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2017;9.972
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2016;10.006
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2015;25.929
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2014;26.178
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2013;274
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2012;1.444
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2011;3.527
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;11 Extremadura;2010;0
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2021;8.269
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2020;3.806
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2019;6.833
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2018;5.652
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2017;7.754
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2016;6.996
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2015;12.499
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2014;12.619
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2013;9.369
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2012;8.448
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2011;10.122
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;12 Galicia;2010;6.731
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2021;38.910
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2020;25.968
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2019;32.732
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2018;17.914
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2017;15.965
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2016;25.022
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2015;17.076
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2014;17.240
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2013;14.498
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2012;13.448
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2011;37.222
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;13 Comunidad de Madrid;2010;16.930
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2021;2.211
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2020;2.066
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2019;2.824
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2018;3.612
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2017;1.849
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2016;2.587
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2015;11.965
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2014;12.079
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2013;1.793
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2012;2.142
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2011;3.496
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;14 Región de Murcia;2010;472
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2021;1.220
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2020;972
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2019;75
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2018;674
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2017;0
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2016;28
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2015;3
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2014;3
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2013;3
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2012;7.296
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2011;7.837
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;15 Comunidad Foral Navarra;2010;462
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;16 País Vasco;2021;17.452
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;16 País Vasco;2020;20.393
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;16 País Vasco;2019;19.227
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;16 País Vasco;2018;24.490
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;16 País Vasco;2017;36.071
12 Residuos minerales (incluye residuos de construcción y demolición);Total Nacional;16 País Vasco;2016;20.334
